Hierarchy Level,Metric Name,Metric Value
1,Application Command Line,C:\Users\kamil\Desktop\studia\semestr_6\rownolegle\Projekt1_OpenMP_Sito\x64\Release\K3_Sito_sekwencyjne_bez_lokalności.exe "-m" "2" "-n" "100000000" "-t" "20" 
1,Operating System,Microsoft Windows 11
1,Computer Name,THINPAD_KAMIL
1,Result Size,107117815
1,Collection start time,16:35:31 20/05/2026 UTC
1,Collection stop time,16:35:57 20/05/2026 UTC
1,Collector Type,Event-based sampling driver
1,CPU,
2,Name,Intel(R) microarchitecture code named Alderlake-P
2,Frequency,2496009046
2,Logical CPU Count,12
2,Cache Allocation Technology,
3,Level 2 capability,not detected
3,Level 3 capability,not detected
