Hierarchy Level,Metric Name,Metric Value
6,Store STLB Hit,0.0
6,Store STLB Miss,71.9
7,Store STLB Miss 4K,71.9
7,Store STLB Miss 2M,0.0
7,Store STLB Miss 1G,0.0
3,Core Bound,27.9
4,Divider,0.0
5,FP Divider,0.0
5,INT Divider,0.0
4,Serializing Operations,3.4
5,Slow Pause,0.0
5,C01 Wait,0.0
5,C02 Wait,0.0
5,Memory Fence,0.0
4,Port Utilization,65.2
5,Cycles of 0 Ports Utilized,63.2
6,Mixing Vectors,0.0
5,Cycles of 1 Port Utilized,1.5
5,Cycles of 2 Ports Utilized,1.5
5,Cycles of 3+ Ports Utilized,6.9
6,ALU Operation Utilization,6.8
7,Port 0,5.1
7,Port 1,5.1
7,Port 6,11.9
6,Load Operation Utilization,3.4
6,Store Operation Utilization,4.3
5,Vector Capacity Usage (FPU),0.0
1,Efficient-core (E-core),
2,Retiring,5.8
3,Arith Ops,3.3
4,Non Divider,3.3
4,FP Divide,0.0
4,Int Divider,0.0
3,Mem Ops,2.5
4,Loads,1.6
4,Stores,0.9
2,Front-End Bound,4.2
3,IFetch Latency,0.7
4,ICache Misses,0.5
4,ITLB Misses,0.1
4,BACLEARS,0.0
4,Branch Resteers,0.0
3,IFetch Bandwidth,3.4
4,Cisc,0.6
4,Decode,1.2
4,Pre-Decode Wrong,0.0
4,Front-End Other,0.9
2,Bad Speculation,1.1
3,Branch Mispredict,0.4
3,Machine Clears,0.7
4,Ucode_Assist,0.0
4,Machine_Restart,0.1
2,Back-End Bound,88.9
3,Memory Subsystem Bound,1.0
4,L2 Bound,0.3
4,L2 Miss,0.7
5,L3 Bound,0.5
5,Memory Bound,0.2
3,Core Bound,87.9
4,Serializing Operations,2.6
5,Pause,1.6
5,TPause,0.0
4,L1 Bound,2.2
4,RB Bound,0.0
4,Store Bound,45.2
4,Execution Bound,37.9
4,Allocation Bound,0.1
5,Allocation Restriction,0.1
2,Info Metrics,
3,Stores Bound,0.452021
3,Load Bound,0.031374
1,Average CPU Frequency,1700722974.667261
1,Total Thread Count,14
1,Paused Time,0.0
0,Effective Physical Core Utilization,60.5% (6.049 out of 10)
1,Effective Logical Core Utilization,56.6% (6.796 out of 12)
0,Collection and Platform Info,
1,Application Command Line,C:\Users\kamil\Desktop\studia\semestr_6\rownolegle\Projekt1_OpenMP_Sito\x64\Release\K4_Sito_równoległe_funkcyjne_zapis.exe "-m" "2" "-n" "100000000" "-t" "10" 
1,Operating System,Microsoft Windows 11
1,Computer Name,THINPAD_KAMIL
1,Result Size,119310897
1,Collection start time,16:39:34 20/05/2026 UTC
1,Collection stop time,16:39:40 20/05/2026 UTC
1,Collector Type,Event-based sampling driver
1,CPU,
2,Name,Intel(R) microarchitecture code named Alderlake-P
2,Frequency,2496009076
2,Logical CPU Count,12
2,Cache Allocation Technology,
3,Level 2 capability,not detected
3,Level 3 capability,not detected
